,time,event
0,3.0044461718549593,1.0
1,5.474758343339285,3.0
2,8.637755172478236,1.0
3,11.108299842382822,1.0
4,12.873444644621783,0.0
5,12.980726109044861,0.0
6,13.031040412290796,1.0
7,13.27986696946777,4.0
8,13.372034981175211,1.0
9,13.457759321267352,1.0
10,14.106307955470909,1.0
11,14.862210679012685,3.0
12,15.062371676689281,1.0
13,15.076016435266073,0.0
14,15.333079462930046,3.0
15,15.350078621916177,3.0
16,15.370283438134177,0.0
17,15.430448175703805,3.0
18,15.498032523625644,1.0
19,15.572860841096798,4.0
20,15.765136763914757,3.0
21,15.78409406402497,1.0
22,15.82904528680815,0.0
23,15.856955645568462,1.0
24,16.363985234948228,0.0
25,17.294477405225894,1.0
26,17.29621883614558,4.0
27,17.36165299374259,4.0
28,17.401401875818333,0.0
29,17.418177532682343,0.0
30,17.501835865627587,1.0
31,17.506173816765074,0.0
32,17.521851588120665,0.0
33,17.54719852944971,1.0
34,17.576874900869466,0.0
35,17.666159571225975,1.0
36,17.674699742435163,4.0
37,17.674972413066573,3.0
38,17.686117985701213,4.0
39,17.733377515802637,1.0
40,17.81946082582318,0.0
41,17.832323169331,0.0
42,17.91942378168905,1.0
43,17.966761066820194,1.0
44,18.027157172453713,3.0
45,18.05330343864901,0.0
46,18.111963389158984,3.0
47,18.19047124544793,4.0
48,18.224161252335765,4.0
49,18.425481489781763,0.0
50,19.346226027367013,3.0
51,19.679468152704402,4.0
52,19.681629941644452,3.0
53,19.7736965943299,4.0
54,19.787601955196916,0.0
55,19.838081293542373,4.0
56,19.838111136846976,3.0
57,19.85232790331731,0.0
58,19.85714178076285,1.0
59,19.858025433876143,1.0
60,19.87775287796393,1.0
61,19.89149560326417,4.0
62,19.923611330815902,3.0
63,19.940311337645728,2.0
64,19.950268358424015,4.0
65,19.960235886829075,0.0
66,19.962307315810612,3.0
67,19.963425235067707,0.0
68,19.976024383552964,0.0
69,19.981867579996656,3.0
70,19.99558133549498,3.0
71,20.00547482822822,3.0
72,20.041457756866627,4.0
73,20.04315178502029,4.0
74,20.063393054090763,3.0
75,20.06546060116331,3.0
76,20.09797572588262,4.0
77,20.102248167015347,4.0
78,20.11483687119236,1.0
79,20.148332445614912,3.0
80,20.225313862583658,3.0
81,20.230883494651763,0.0
82,20.280512711743647,3.0
83,20.2850959338139,0.0
84,20.29862035422362,1.0
85,20.31320152710833,0.0
86,20.327580520540575,3.0
87,20.3330271923901,3.0
88,20.36153779387363,0.0
89,20.387839646340034,0.0
90,20.400070047159584,3.0
91,20.408831195079898,4.0
92,20.51233633928991,3.0
93,20.57398516288483,4.0
94,20.920718547487542,3.0
95,21.703140009422025,1.0
96,21.899725164388965,2.0
97,21.936398483291242,1.0
98,21.953630890633065,2.0
99,21.95946903481952,1.0
100,21.974026492589797,2.0
101,21.97455035646749,0.0
102,21.99443377352265,1.0
103,22.035466104455196,4.0
104,22.04916523263441,3.0
105,22.058283762727648,1.0
106,22.0669527969722,0.0
107,22.075591974856636,3.0
108,22.090767996444843,0.0
109,22.093158104924576,1.0
110,22.10603027245082,1.0
111,22.115888266829867,4.0
112,22.116438018938233,1.0
113,22.14773733429246,0.0
114,22.148502345435254,1.0
115,22.15655633946753,3.0
116,22.156705760104984,1.0
117,22.16635524941693,1.0
118,22.168975207025316,1.0
119,22.18044792522087,4.0
120,22.188080769511433,4.0
121,22.202344350278263,3.0
122,22.210367962885112,4.0
123,22.211197820717317,1.0
124,22.234804473369184,4.0
125,22.247316519956836,3.0
126,22.2534709818722,1.0
127,22.261396033332776,3.0
128,22.27980729653154,3.0
129,22.282969200406367,4.0
130,22.28936827546318,0.0
