,time,event
0,0.10450767238867617,9.0
1,3.2215527015513157,5.0
2,3.8769681265637335,0.0
3,4.1318437057368635,9.0
4,4.144913624698612,8.0
5,4.475301686517742,8.0
6,5.384227558451278,3.0
7,5.655201929675795,4.0
8,5.888567027725841,7.0
9,6.275790178180809,1.0
10,6.634574502242117,9.0
11,6.694755977267863,0.0
12,6.940734755375213,5.0
13,6.964415177680899,1.0
14,7.110262285779531,8.0
15,7.535539329568275,1.0
16,7.7359094635389365,0.0
17,7.785195610941657,0.0
18,7.831333937954458,1.0
19,7.999849082865139,2.0
20,8.147238211628842,6.0
21,8.283071254423305,0.0
22,8.337167104630884,1.0
23,8.530073304876431,2.0
24,8.56173239729892,7.0
25,8.830969622901959,8.0
26,8.880950668057684,1.0
27,8.8820086155893,9.0
28,9.00742189412546,5.0
29,9.37986224645729,7.0
30,9.645318362009816,3.0
31,10.120821687072054,0.0
32,10.419484124392618,5.0
33,10.515926777614155,1.0
34,10.612651527332945,3.0
35,11.114228184478101,4.0
36,11.156122363176285,9.0
37,11.99991861761978,9.0
38,12.222554060187083,5.0
39,12.300584811935861,7.0
40,12.321231137658373,6.0
41,12.444659887151538,3.0
42,12.526161470278845,3.0
43,13.057767455294073,1.0
44,13.16163745532222,3.0
45,13.297375927677326,2.0
46,13.478515833570974,1.0
47,13.609175426717293,1.0
48,13.624373484632786,4.0
49,13.681545127813038,8.0
50,14.55661899548829,3.0
51,14.872330057362882,4.0
52,15.085054376894284,0.0
53,18.036043299269558,6.0
54,18.726173318430064,4.0
55,19.099568009107937,4.0
56,19.144528780485423,1.0
57,19.812954586770417,9.0
58,19.93374979632321,9.0
59,20.188192612979513,8.0
60,20.437222554168635,6.0
61,21.04824015065363,5.0
62,21.05135461205515,9.0
63,21.077867132043288,8.0
64,22.058213048589355,1.0
65,22.20978343386287,4.0
66,22.651284328982545,0.0
67,22.95016111652917,4.0
68,23.161086871595632,2.0
69,23.9477893097119,7.0
70,24.159962313572525,1.0
71,25.007805364164803,8.0
72,25.312380554267598,5.0
73,25.59592580254585,1.0
74,26.367949245647086,0.0
75,26.966023596583696,5.0
76,27.119286535239223,1.0
77,27.57697806448084,6.0
78,27.677212730719805,1.0
79,27.917750779252422,1.0
80,28.67783773299744,7.0
81,29.387944968848068,9.0
82,29.50878781987121,2.0
83,30.55395228729846,9.0
84,30.556825713202976,5.0
85,30.6504594317588,4.0
86,30.731410500069927,9.0
87,30.735428671283522,8.0
88,31.26746836741397,0.0
89,31.278107178661234,2.0
90,31.280247950127272,1.0
91,31.61684628606087,9.0
92,33.1866012938608,0.0
93,33.20025934113348,1.0
94,33.41307489733064,3.0
95,33.436642949339344,1.0
96,33.775559786472215,9.0
97,34.47511328652097,0.0
98,35.100483291086135,6.0
99,35.37434518059763,5.0
100,35.38499939925161,7.0
101,35.88473670157804,5.0
102,36.08861470482221,7.0
103,37.19303276202192,2.0
104,40.07586055755165,6.0
105,41.18974826863147,9.0
106,41.429370289334585,5.0
107,41.68423159033473,3.0
108,42.453564844248824,9.0
109,42.661781261978106,1.0
110,42.85446509376772,4.0
111,43.21118200123155,4.0
112,43.63513849697884,5.0
113,43.66699019640629,3.0
114,43.881953409717084,1.0
115,43.89899847865991,9.0
116,44.01010767717139,8.0
117,44.06306261562096,5.0
118,44.505149373766244,7.0
119,44.517993566341204,1.0
120,44.66020067751216,8.0
121,45.60033510201912,2.0
122,46.8141078509995,0.0
123,47.11182585497885,4.0
124,47.376585430777084,1.0
125,47.41522817596922,3.0
126,47.4258518715894,0.0
127,47.60492683611351,4.0
128,47.92110287379421,7.0
129,48.64742659279183,0.0
130,48.65814877671196,7.0
131,48.83493484232064,3.0
132,48.896480164862155,5.0
133,48.97628414768168,4.0
134,49.59943341967374,4.0
135,49.640668955144825,6.0
136,50.15397231697976,2.0
137,50.413911582543555,0.0
138,50.579161188414986,0.0
139,51.202762676406095,7.0
140,51.42442219425964,4.0
141,51.719210852327734,4.0
142,52.5430437591259,3.0
143,52.99766473635571,1.0
144,53.40606741126925,8.0
145,53.41077086633573,7.0
146,54.083991880268485,2.0
147,54.53737918382778,0.0
148,54.97477502846608,8.0
149,54.99587102083123,2.0
150,55.27484660961161,4.0
151,55.55691964020759,7.0
152,55.59344282947917,1.0
153,56.60401879576321,9.0
154,56.931323496904454,6.0
155,58.40267174884455,1.0
156,58.67080169266268,9.0
157,58.72123235963127,5.0
158,58.842417618901635,1.0
159,60.98530072708384,0.0
160,61.07313309884208,3.0
161,61.54516406949434,8.0
162,61.768906494673466,2.0
163,63.26484279313403,6.0
164,63.42149735723966,7.0
165,63.49879854050328,3.0
166,63.50551994115611,4.0
167,63.80953390987336,7.0
168,63.90161017661519,0.0
169,64.03555020232672,9.0
170,64.44597660050087,9.0
171,64.478812602836,6.0
172,64.78835136848788,9.0
173,65.24849804896465,7.0
174,65.57762609799991,7.0
175,65.89571268187876,1.0
176,66.17301416371043,5.0
177,66.82304055507116,5.0
178,67.04431508649695,9.0
179,67.21580530388144,4.0
180,67.77109831655427,9.0
181,67.78840724209684,3.0
182,68.23013322612843,7.0
183,68.82066229166831,4.0
184,68.95846384753176,4.0
185,68.9998265196566,5.0
186,69.06623634907905,6.0
187,69.53798261660613,4.0
188,69.56250809030652,1.0
189,69.89921345410602,4.0
190,70.23176087090162,0.0
191,70.44284071374987,0.0
192,70.47359482516529,3.0
193,70.5278971978975,3.0
194,70.83489744071854,9.0
195,70.9551688891114,5.0
196,71.01895550874475,1.0
197,71.09468671025664,2.0
198,71.21066534447812,6.0
199,71.23428776074567,0.0
200,71.40350047063372,6.0
201,71.94903530985836,7.0
202,71.99087320997336,9.0
203,72.11755579975213,5.0
204,72.21882147162027,5.0
205,72.60600300651397,3.0
206,72.98411791124147,1.0
207,73.02452882166946,7.0
208,73.49435668316133,7.0
209,74.5416634912696,3.0
210,74.78018863323267,1.0
211,74.88833526985007,4.0
212,75.20393525540078,5.0
213,75.92070157843054,8.0
214,75.98115278452494,0.0
215,76.40996934572546,1.0
216,76.94138191041296,1.0
217,78.30408983957379,8.0
218,78.62694351800556,6.0
219,78.67664571420886,3.0
220,79.99889398287439,7.0
221,80.0915161501908,5.0
222,80.27544727447123,6.0
223,80.34802991023237,2.0
224,80.88553811581518,7.0
225,81.83282099526659,0.0
226,82.05327130198297,7.0
227,82.06687038729908,7.0
228,82.60826500937723,1.0
229,82.62306792187509,7.0
230,82.63332135366686,5.0
231,83.2906382330171,5.0
232,83.9413404815291,8.0
233,83.94871262520621,5.0
234,83.99850377673573,0.0
235,84.10883996124515,2.0
236,84.23777522346627,0.0
237,85.17993086114065,7.0
238,85.21790359511424,8.0
239,85.24196988367038,3.0
240,85.31733459165379,2.0
241,85.46539902479148,2.0
242,85.69339389648489,7.0
243,86.0984241069441,5.0
244,86.16086670743384,3.0
245,86.59779339340085,9.0
246,87.4137461990611,5.0
247,87.41495859606043,9.0
248,87.72437244746406,8.0
249,88.06324418706048,5.0
250,88.31183985281221,8.0
251,88.50924568662647,9.0
252,88.53155858031859,4.0
253,88.61037723992982,3.0
254,88.67817202765194,3.0
255,89.24365324250739,9.0
256,89.26574367622251,9.0
257,89.92133449889282,6.0
258,89.98797230019744,8.0
259,89.99914304120524,7.0
260,90.56852051233032,0.0
261,92.00221001512666,4.0
262,92.73339576901661,8.0
263,92.87935003650068,7.0
264,92.88696599174159,3.0
265,93.1581561478815,1.0
266,93.30204695034473,9.0
267,93.696106528887,8.0
268,93.70548302329223,1.0
269,93.84223547869297,7.0
270,94.08131975344101,6.0
271,94.6834670468143,3.0
272,94.86747234839983,7.0
273,94.95243011234601,4.0
274,95.39293380573746,4.0
275,95.39884866989271,3.0
276,95.43037432167611,1.0
277,95.47114444620618,4.0
278,96.1697552067846,0.0
279,96.55971319470814,4.0
280,96.6237935334191,2.0
281,96.65164716995906,8.0
282,97.13488379847038,0.0
283,97.37592993295529,2.0
284,97.38139086265413,7.0
285,97.38922041627876,1.0
286,98.07543079275943,1.0
287,98.23008285887478,9.0
288,99.19625405997931,1.0
289,99.27842216593035,9.0
290,99.41547208631263,3.0
