,Unnamed: 0,time,event
0,0,0.0,11
1,1,2.3148148148148147e-14,11
2,2,3.4722222222222224e-14,1
3,3,5.787037037037037e-14,35
4,4,8.101851851851852e-14,11
5,5,9.259259259259259e-14,11
6,6,1.0416666666666666e-13,30
7,7,1.0416666666666666e-13,11
8,8,1.388888888888889e-13,11
9,9,1.5046296296296297e-13,11
10,10,1.6203703703703704e-13,30
11,11,1.736111111111111e-13,11
12,12,1.8518518518518518e-13,1
13,13,1.9675925925925925e-13,11
14,14,2.3148148148148146e-13,11
15,15,2.4305555555555556e-13,30
16,16,2.5462962962962965e-13,1
17,17,2.662037037037037e-13,11
18,18,2.777777777777778e-13,11
19,19,3.125e-13,1
20,20,3.240740740740741e-13,25
21,21,3.240740740740741e-13,30
22,22,3.240740740740741e-13,11
23,23,3.3564814814814817e-13,1
24,24,3.3564814814814817e-13,30
25,25,3.3564814814814817e-13,11
26,26,3.472222222222222e-13,1
27,27,3.472222222222222e-13,30
28,28,3.587962962962963e-13,11
29,29,3.935185185185185e-13,1
30,30,3.935185185185185e-13,30
31,31,4.050925925925926e-13,25
32,32,4.050925925925926e-13,1
33,33,4.1666666666666664e-13,11
34,34,4.2824074074074074e-13,1
35,35,4.3981481481481483e-13,30
36,36,4.629629629629629e-13,35
37,37,4.629629629629629e-13,11
38,38,4.745370370370371e-13,30
39,39,4.861111111111111e-13,30
40,40,4.861111111111111e-13,11
41,41,4.976851851851852e-13,1
42,42,5.092592592592593e-13,30
43,43,5.092592592592593e-13,11
44,44,5.555555555555556e-13,11
45,45,5.787037037037037e-13,1
46,46,6.018518518518519e-13,11
47,47,6.365740740740741e-13,11
48,48,6.481481481481482e-13,11
49,49,6.597222222222222e-13,1
50,50,6.597222222222222e-13,30
51,51,6.712962962962963e-13,11
52,52,6.828703703703704e-13,1
53,53,6.828703703703704e-13,11
54,54,7.060185185185185e-13,11
55,55,7.175925925925926e-13,11
56,56,7.523148148148149e-13,35
57,57,7.523148148148149e-13,11
58,58,7.638888888888889e-13,1
59,59,7.87037037037037e-13,30
60,60,7.986111111111111e-13,1
61,61,8.101851851851852e-13,11
62,62,8.217592592592592e-13,1
63,63,8.333333333333333e-13,11
64,64,8.449074074074074e-13,1
65,65,8.564814814814815e-13,11
66,66,8.912037037037037e-13,30
67,67,9.027777777777778e-13,1
68,68,9.027777777777778e-13,30
69,69,9.027777777777778e-13,11
70,70,9.14351851851852e-13,1
71,71,9.259259259259258e-13,1
72,72,9.259259259259258e-13,11
73,73,9.490740740740741e-13,1
74,74,9.60648148148148e-13,11
75,75,9.722222222222222e-13,1
76,76,9.722222222222222e-13,30
77,77,9.722222222222222e-13,11
78,78,9.837962962962964e-13,11
79,79,9.953703703703703e-13,1
80,80,1.0069444444444445e-12,1
81,81,1.0069444444444445e-12,30
82,82,1.0069444444444445e-12,11
83,83,1.0185185185185186e-12,35
84,84,1.0185185185185186e-12,11
85,85,1.0416666666666667e-12,1
86,86,1.0648148148148148e-12,30
87,87,1.076388888888889e-12,1
88,88,1.0879629629629629e-12,1
89,89,1.1111111111111112e-12,11
90,90,1.1342592592592593e-12,11
91,91,1.1458333333333334e-12,4
92,92,1.1458333333333334e-12,25
93,93,1.1574074074074074e-12,1
94,94,1.1689814814814815e-12,4
95,95,1.1805555555555557e-12,30
96,96,1.2268518518518518e-12,11
97,97,1.238425925925926e-12,1
98,98,1.25e-12,1
99,99,1.261574074074074e-12,1
100,100,1.2731481481481482e-12,35
101,101,1.2731481481481482e-12,1
102,102,1.2847222222222222e-12,11
103,103,1.2962962962962963e-12,1
104,104,1.2962962962962963e-12,30
105,105,1.3078703703703705e-12,15
106,106,1.3078703703703705e-12,1
107,107,1.3078703703703705e-12,11
108,108,1.3310185185185185e-12,11
109,109,1.3425925925925927e-12,1
110,110,1.3541666666666666e-12,15
111,111,1.3541666666666666e-12,35
112,112,1.3541666666666666e-12,1
113,113,1.3541666666666666e-12,11
114,114,1.3657407407407408e-12,35
115,115,1.3888888888888889e-12,1
116,116,1.400462962962963e-12,1
117,117,1.4236111111111111e-12,35
118,118,1.4351851851851853e-12,35
119,119,1.4351851851851853e-12,1
120,120,1.4351851851851853e-12,11
121,121,1.4583333333333333e-12,4
122,122,1.4699074074074075e-12,1
123,123,1.4699074074074075e-12,30
124,124,1.4699074074074075e-12,11
125,125,1.4814814814814814e-12,25
126,126,1.4930555555555556e-12,11
127,127,1.5046296296296297e-12,11
128,128,1.5162037037037037e-12,1
129,129,1.574074074074074e-12,4
130,130,1.574074074074074e-12,35
131,131,1.574074074074074e-12,1
132,132,1.5856481481481481e-12,35
133,133,1.5856481481481481e-12,1
134,134,1.5856481481481481e-12,11
135,135,1.5972222222222223e-12,4
136,136,1.5972222222222223e-12,15
137,137,1.5972222222222223e-12,1
138,138,1.5972222222222223e-12,11
139,139,1.6087962962962962e-12,11
140,140,1.6203703703703704e-12,30
141,141,1.6319444444444445e-12,1
142,142,1.6435185185185185e-12,30
143,143,1.6435185185185185e-12,11
144,144,1.6666666666666666e-12,35
145,145,1.6666666666666666e-12,11
146,146,1.6782407407407407e-12,1
147,147,1.6898148148148149e-12,11
148,148,1.7013888888888888e-12,1
149,149,1.7013888888888888e-12,30
150,150,1.712962962962963e-12,11
151,151,1.724537037037037e-12,1
152,152,1.736111111111111e-12,11
153,153,1.7592592592592593e-12,4
154,154,1.7592592592592593e-12,35
155,155,1.7592592592592593e-12,11
156,156,1.7708333333333333e-12,11
157,157,1.7939814814814816e-12,1
158,158,1.8171296296296297e-12,1
159,159,1.8402777777777778e-12,1
160,160,1.8518518518518517e-12,25
161,161,1.8518518518518517e-12,35
162,162,1.8518518518518517e-12,1
163,163,1.8518518518518517e-12,11
164,164,1.863425925925926e-12,1
165,165,1.863425925925926e-12,11
166,166,1.875e-12,1
167,167,1.8981481481481483e-12,1
168,168,1.9097222222222222e-12,30
169,169,1.921296296296296e-12,35
170,170,1.921296296296296e-12,1
171,171,1.9328703703703705e-12,1
172,172,1.9328703703703705e-12,11
