,Unnamed: 0,time,event
0,0,0.0,3
1,1,1.1574074074074074e-14,3
2,2,2.3148148148148147e-14,3
3,3,4.6296296296296295e-14,82
4,4,9.259259259259259e-14,13
5,5,1.388888888888889e-13,15
6,6,1.5046296296296297e-13,15
7,7,1.5046296296296297e-13,3
8,8,1.5046296296296297e-13,44
9,9,1.6203703703703704e-13,89
10,10,1.736111111111111e-13,82
11,11,1.8518518518518518e-13,29
12,12,1.8518518518518518e-13,3
13,13,1.9675925925925925e-13,3
14,14,2.0833333333333332e-13,3
15,15,2.1990740740740742e-13,12
16,16,2.3148148148148146e-13,3
17,17,2.5462962962962965e-13,82
18,18,3.472222222222222e-13,82
19,19,3.8194444444444445e-13,12
20,20,4.1666666666666664e-13,3
21,21,4.3981481481481483e-13,2
22,22,4.3981481481481483e-13,12
23,23,4.629629629629629e-13,77
24,24,4.629629629629629e-13,32
25,25,4.861111111111111e-13,82
26,26,4.861111111111111e-13,3
27,27,4.861111111111111e-13,12
28,28,4.976851851851852e-13,3
29,29,5.092592592592593e-13,44
30,30,5.208333333333334e-13,89
31,31,5.439814814814814e-13,3
32,32,5.671296296296296e-13,82
33,33,5.671296296296296e-13,3
34,34,6.018518518518519e-13,120
35,35,6.018518518518519e-13,12
36,36,6.134259259259259e-13,82
37,37,6.134259259259259e-13,12
38,38,6.481481481481482e-13,12
39,39,6.597222222222222e-13,77
40,40,7.291666666666667e-13,80
41,41,7.291666666666667e-13,3
42,42,7.638888888888889e-13,3
43,43,7.75462962962963e-13,44
44,44,7.87037037037037e-13,12
45,45,8.101851851851852e-13,2
46,46,8.217592592592592e-13,3
47,47,8.333333333333333e-13,3
48,48,8.449074074074074e-13,17
49,49,8.449074074074074e-13,12
50,50,8.564814814814815e-13,3
51,51,8.564814814814815e-13,44
52,52,8.564814814814815e-13,1
53,53,8.680555555555555e-13,3
54,54,8.680555555555555e-13,12
55,55,8.796296296296297e-13,82
56,56,8.796296296296297e-13,9
57,57,8.912037037037037e-13,29
58,58,8.912037037037037e-13,3
59,59,8.912037037037037e-13,9
60,60,9.027777777777778e-13,3
61,61,9.027777777777778e-13,12
62,62,9.14351851851852e-13,5
63,63,9.375e-13,82
64,64,9.490740740740741e-13,55
65,65,9.722222222222222e-13,12
66,66,9.953703703703703e-13,12
67,67,1.0300925925925926e-12,77
68,68,1.0532407407407406e-12,3
69,69,1.0532407407407406e-12,12
70,70,1.0879629629629629e-12,3
71,71,1.1111111111111112e-12,3
72,72,1.1226851851851851e-12,77
73,73,1.1805555555555557e-12,3
74,74,1.2152777777777777e-12,91
75,75,1.2152777777777777e-12,53
76,76,1.2152777777777777e-12,89
77,77,1.2152777777777777e-12,44
78,78,1.2268518518518518e-12,82
79,79,1.2268518518518518e-12,3
80,80,1.2268518518518518e-12,44
81,81,1.238425925925926e-12,82
82,82,1.238425925925926e-12,12
83,83,1.25e-12,53
84,84,1.261574074074074e-12,3
85,85,1.2847222222222222e-12,24
86,86,1.2847222222222222e-12,53
87,87,1.2962962962962963e-12,82
88,88,1.2962962962962963e-12,3
89,89,1.2962962962962963e-12,77
90,90,1.2962962962962963e-12,12
91,91,1.3194444444444444e-12,1
92,92,1.3425925925925927e-12,3
93,93,1.400462962962963e-12,3
94,94,1.4351851851851853e-12,3
95,95,1.4467592592592592e-12,3
96,96,1.4583333333333333e-12,12
97,97,1.4814814814814814e-12,53
98,98,1.4814814814814814e-12,12
99,99,1.5046296296296297e-12,44
100,100,1.5162037037037037e-12,53
101,101,1.5393518518518518e-12,3
102,102,1.5393518518518518e-12,12
103,103,1.6435185185185185e-12,82
104,104,1.6666666666666666e-12,11
105,105,1.7013888888888888e-12,23
106,106,1.7013888888888888e-12,11
107,107,1.736111111111111e-12,6
108,108,1.736111111111111e-12,18
109,109,1.7476851851851852e-12,17
110,110,1.7592592592592593e-12,82
111,111,1.828703703703704e-12,3
112,112,1.8402777777777778e-12,3
113,113,1.8402777777777778e-12,44
114,114,1.863425925925926e-12,77
115,115,1.875e-12,12
116,116,1.886574074074074e-12,3
117,117,1.9097222222222222e-12,3
118,118,1.9097222222222222e-12,12
119,119,1.921296296296296e-12,36
120,120,1.921296296296296e-12,12
121,121,1.9328703703703705e-12,3
122,122,1.9328703703703705e-12,12
123,123,1.9444444444444445e-12,12
124,124,1.9560185185185184e-12,12
125,125,1.9675925925925928e-12,3
126,126,1.9675925925925928e-12,87
127,127,1.9675925925925928e-12,12
128,128,1.9791666666666667e-12,77
129,129,1.9907407407407406e-12,33
130,130,1.9907407407407406e-12,89
131,131,2.002314814814815e-12,82
132,132,2.002314814814815e-12,3
133,133,2.002314814814815e-12,12
134,134,2.013888888888889e-12,77
