,Unnamed: 0,time,event
0,0,0.0,5
1,1,0.0,13
2,2,1.1574074074074074e-14,39
3,3,1.1574074074074074e-14,13
4,4,1.1574074074074074e-14,1
5,5,1.1574074074074074e-14,11
6,6,2.3148148148148147e-14,13
7,7,3.4722222222222224e-14,2
8,8,3.4722222222222224e-14,13
9,9,4.6296296296296295e-14,13
10,10,4.6296296296296295e-14,18
11,11,5.787037037037037e-14,2
12,12,5.787037037037037e-14,13
13,13,6.944444444444445e-14,42
14,14,6.944444444444445e-14,39
15,15,6.944444444444445e-14,18
16,16,6.944444444444445e-14,101
17,17,8.101851851851852e-14,13
18,18,8.101851851851852e-14,18
19,19,9.259259259259259e-14,39
20,20,9.259259259259259e-14,18
21,21,9.259259259259259e-14,19
22,22,9.259259259259259e-14,12
23,23,1.0416666666666666e-13,25
24,24,1.0416666666666666e-13,18
25,25,1.1574074074074073e-13,18
26,26,1.1574074074074073e-13,12
27,27,1.388888888888889e-13,18
28,28,1.388888888888889e-13,1
29,29,1.736111111111111e-13,18
30,30,1.8518518518518518e-13,18
31,31,1.8518518518518518e-13,1
32,32,2.0833333333333332e-13,18
33,33,2.1990740740740742e-13,18
34,34,2.3148148148148146e-13,1
35,35,2.4305555555555556e-13,1
36,36,2.5462962962962965e-13,18
37,37,2.5462962962962965e-13,1
38,38,2.662037037037037e-13,25
39,39,2.662037037037037e-13,1
40,40,2.777777777777778e-13,18
41,41,2.8935185185185184e-13,15
42,42,2.8935185185185184e-13,18
43,43,3.0092592592592594e-13,25
44,44,3.0092592592592594e-13,3
45,45,3.0092592592592594e-13,18
46,46,3.240740740740741e-13,1
47,47,3.3564814814814817e-13,4
48,48,3.3564814814814817e-13,25
49,49,3.3564814814814817e-13,18
50,50,3.472222222222222e-13,18
51,51,3.587962962962963e-13,18
52,52,3.7037037037037036e-13,31
53,53,3.7037037037037036e-13,18
54,54,3.7037037037037036e-13,1
55,55,3.935185185185185e-13,1
56,56,4.050925925925926e-13,1
57,57,4.1666666666666664e-13,25
58,58,4.1666666666666664e-13,18
59,59,4.1666666666666664e-13,1
60,60,4.2824074074074074e-13,18
61,61,4.3981481481481483e-13,18
62,62,4.513888888888889e-13,18
63,63,4.513888888888889e-13,12
64,64,4.629629629629629e-13,18
65,65,4.861111111111111e-13,1
66,66,5.208333333333334e-13,4
67,67,5.208333333333334e-13,18
68,68,5.324074074074074e-13,18
69,69,5.324074074074074e-13,12
70,70,5.439814814814814e-13,4
71,71,5.439814814814814e-13,12
72,72,5.555555555555556e-13,12
73,73,5.671296296296296e-13,24
74,74,5.671296296296296e-13,1
75,75,5.671296296296296e-13,12
76,76,5.671296296296296e-13,11
77,77,5.787037037037037e-13,18
78,78,5.902777777777778e-13,18
79,79,6.018518518518519e-13,3
80,80,6.018518518518519e-13,1
81,81,6.018518518518519e-13,10
82,82,6.365740740740741e-13,31
83,83,6.365740740740741e-13,9
84,84,6.481481481481482e-13,11
85,85,6.597222222222222e-13,18
86,86,6.597222222222222e-13,72
87,87,6.712962962962963e-13,3
88,88,6.712962962962963e-13,26
89,89,6.712962962962963e-13,18
90,90,6.828703703703704e-13,18
91,91,6.828703703703704e-13,11
92,92,6.944444444444444e-13,18
93,93,7.060185185185185e-13,64
94,94,7.175925925925926e-13,106
95,95,7.291666666666667e-13,106
96,96,7.407407407407407e-13,18
97,97,7.407407407407407e-13,38
98,98,7.523148148148149e-13,12
99,99,7.638888888888889e-13,12
100,100,8.101851851851852e-13,39
101,101,8.101851851851852e-13,1
102,102,8.101851851851852e-13,52
103,103,8.680555555555555e-13,18
104,104,8.680555555555555e-13,1
105,105,8.796296296296297e-13,34
106,106,8.796296296296297e-13,15
107,107,9.14351851851852e-13,18
108,108,9.375e-13,26
109,109,9.375e-13,18
110,110,9.375e-13,1
111,111,9.490740740740741e-13,18
112,112,9.60648148148148e-13,16
113,113,9.837962962962964e-13,18
114,114,9.953703703703703e-13,1
115,115,1.0069444444444445e-12,18
116,116,1.0185185185185186e-12,18
117,117,1.0300925925925926e-12,120
118,118,1.0300925925925926e-12,18
119,119,1.0300925925925926e-12,12
120,120,1.0300925925925926e-12,10
121,121,1.0416666666666667e-12,34
122,122,1.0416666666666667e-12,106
123,123,1.0416666666666667e-12,15
124,124,1.0416666666666667e-12,3
125,125,1.0416666666666667e-12,18
126,126,1.0532407407407406e-12,1
127,127,1.076388888888889e-12,3
128,128,1.076388888888889e-12,18
129,129,1.076388888888889e-12,72
130,130,1.0879629629629629e-12,18
131,131,1.0879629629629629e-12,72
132,132,1.099537037037037e-12,18
133,133,1.099537037037037e-12,12
134,134,1.1111111111111112e-12,4
135,135,1.1111111111111112e-12,18
136,136,1.1111111111111112e-12,1
137,137,1.1342592592592593e-12,16
138,138,1.1458333333333334e-12,18
139,139,1.1458333333333334e-12,12
140,140,1.1574074074074074e-12,18
141,141,1.1574074074074074e-12,1
142,142,1.1689814814814815e-12,18
143,143,1.1805555555555557e-12,3
144,144,1.1805555555555557e-12,1
145,145,1.1921296296296296e-12,18
146,146,1.2037037037037037e-12,1
147,147,1.2152777777777777e-12,1
148,148,1.2268518518518518e-12,18
149,149,1.238425925925926e-12,18
150,150,1.25e-12,43
151,151,1.261574074074074e-12,18
152,152,1.2731481481481482e-12,18
153,153,1.2962962962962963e-12,12
154,154,1.3078703703703705e-12,18
155,155,1.3194444444444444e-12,22
156,156,1.3194444444444444e-12,3
157,157,1.3310185185185185e-12,18
158,158,1.3310185185185185e-12,1
159,159,1.3425925925925927e-12,18
160,160,1.3541666666666666e-12,1
161,161,1.3657407407407408e-12,2
162,162,1.3657407407407408e-12,1
163,163,1.3888888888888889e-12,1
164,164,1.3888888888888889e-12,9
165,165,1.400462962962963e-12,18
166,166,1.400462962962963e-12,10
167,167,1.412037037037037e-12,18
168,168,1.412037037037037e-12,1
169,169,1.412037037037037e-12,12
170,170,1.4236111111111111e-12,4
171,171,1.4236111111111111e-12,22
172,172,1.4236111111111111e-12,24
173,173,1.4236111111111111e-12,18
174,174,1.4236111111111111e-12,1
175,175,1.4351851851851853e-12,0
176,176,1.4351851851851853e-12,2
177,177,1.4351851851851853e-12,3
178,178,1.4467592592592592e-12,4
179,179,1.5046296296296297e-12,25
180,180,1.5046296296296297e-12,18
181,181,1.5046296296296297e-12,12
182,182,1.5162037037037037e-12,2
183,183,1.5162037037037037e-12,24
184,184,1.5162037037037037e-12,1
185,185,1.5162037037037037e-12,9
186,186,1.5277777777777778e-12,2
187,187,1.5277777777777778e-12,11
188,188,1.5393518518518518e-12,57
189,189,1.5393518518518518e-12,25
190,190,1.5393518518518518e-12,1
191,191,1.550925925925926e-12,18
192,192,1.5625e-12,4
193,193,1.5625e-12,18
194,194,1.574074074074074e-12,18
195,195,1.5856481481481481e-12,4
196,196,1.5856481481481481e-12,57
197,197,1.5856481481481481e-12,18
198,198,1.5972222222222223e-12,4
199,199,1.5972222222222223e-12,18
200,200,1.6203703703703704e-12,29
201,201,1.6319444444444445e-12,18
202,202,1.6319444444444445e-12,1
203,203,1.6435185185185185e-12,18
204,204,1.6550925925925926e-12,18
205,205,1.6666666666666666e-12,18
206,206,1.6782407407407407e-12,18
207,207,1.712962962962963e-12,18
208,208,1.724537037037037e-12,18
209,209,1.724537037037037e-12,1
210,210,1.736111111111111e-12,18
211,211,1.736111111111111e-12,1
212,212,1.7476851851851852e-12,18
213,213,1.7592592592592593e-12,18
214,214,1.7592592592592593e-12,1
215,215,1.7592592592592593e-12,11
216,216,1.7939814814814816e-12,1
217,217,1.8055555555555555e-12,5
218,218,1.8055555555555555e-12,3
219,219,1.8171296296296297e-12,3
220,220,1.8171296296296297e-12,18
221,221,1.8171296296296297e-12,1
222,222,1.828703703703704e-12,25
223,223,1.8402777777777778e-12,3
224,224,1.8402777777777778e-12,18
225,225,1.875e-12,106
226,226,1.886574074074074e-12,1
227,227,1.8981481481481483e-12,18
228,228,1.9097222222222222e-12,5
229,229,1.9097222222222222e-12,18
230,230,1.9328703703703705e-12,1
231,231,1.9444444444444445e-12,0
232,232,1.9444444444444445e-12,2
233,233,1.9444444444444445e-12,1
234,234,1.9560185185185184e-12,25
235,235,1.9560185185185184e-12,18
236,236,1.9791666666666667e-12,18
237,237,2.002314814814815e-12,18
238,238,2.048611111111111e-12,1
239,239,2.071759259259259e-12,18
240,240,2.1064814814814813e-12,1
241,241,2.1180555555555556e-12,3
242,242,2.1412037037037035e-12,18
243,243,2.152777777777778e-12,29
244,244,2.164351851851852e-12,24
245,245,2.164351851851852e-12,3
246,246,2.164351851851852e-12,18
247,247,2.199074074074074e-12,25
248,248,2.199074074074074e-12,18
249,249,2.210648148148148e-12,18
250,250,2.2222222222222224e-12,18
251,251,2.2337962962962963e-12,18
252,252,2.2337962962962963e-12,11
253,253,2.2453703703703702e-12,15
254,254,2.2569444444444446e-12,1
255,255,2.2800925925925925e-12,18
256,256,2.2800925925925925e-12,11
257,257,2.291666666666667e-12,11
258,258,2.3148148148148147e-12,18
259,259,2.326388888888889e-12,18
260,260,2.326388888888889e-12,1
