,Unnamed: 0,cluster_id
0,0,1
1,1,1
2,2,0
3,3,3
4,4,3
5,5,2
6,6,2
7,7,0
8,8,0
9,9,1
10,10,1
11,11,2
12,12,0
13,13,0
14,14,3
15,15,2
16,16,3
17,17,0
18,18,3
19,19,3
20,20,3
21,21,0
22,22,2
23,23,2
24,24,1
25,25,1
26,26,3
27,27,2
28,28,2
29,29,1
30,30,1
31,31,3
32,32,3
33,33,1
34,34,0
35,35,1
36,36,2
37,37,0
38,38,1
39,39,3
40,40,0
41,41,3
42,42,3
43,43,1
44,44,2
45,45,3
46,46,3
47,47,0
48,48,1
49,49,1
50,50,2
51,51,2
52,52,2
53,53,3
54,54,2
55,55,1
56,56,3
57,57,0
58,58,1
59,59,0
60,60,0
61,61,1
62,62,1
63,63,2
64,64,1
65,65,0
66,66,1
67,67,2
68,68,2
69,69,2
70,70,3
71,71,0
72,72,2
73,73,3
74,74,1
75,75,1
76,76,1
77,77,2
78,78,3
79,79,2
80,80,0
81,81,1
82,82,3
83,83,1
84,84,3
85,85,3
86,86,3
87,87,3
88,88,2
89,89,3
90,90,1
91,91,2
92,92,1
93,93,2
94,94,2
95,95,2
96,96,0
97,97,3
98,98,2
99,99,1
100,100,3
101,101,2
102,102,3
103,103,2
104,104,3
105,105,2
106,106,0
107,107,1
108,108,3
109,109,2
110,110,3
111,111,2
112,112,2
113,113,3
114,114,1
115,115,2
116,116,2
117,117,0
118,118,3
119,119,3
120,120,3
121,121,3
122,122,0
123,123,1
124,124,1
125,125,3
126,126,1
127,127,0
128,128,3
129,129,0
130,130,1
131,131,3
132,132,0
133,133,0
134,134,2
135,135,3
136,136,0
137,137,2
138,138,1
139,139,3
140,140,1
141,141,0
142,142,2
143,143,1
144,144,0
145,145,3
146,146,1
147,147,2
148,148,1
149,149,1
150,150,3
151,151,2
152,152,1
153,153,1
154,154,2
155,155,3
156,156,1
157,157,2
158,158,3
159,159,3
160,160,1
161,161,2
162,162,0
163,163,1
164,164,2
165,165,0
166,166,1
167,167,2
168,168,3
169,169,0
170,170,0
171,171,1
172,172,1
173,173,3
174,174,2
175,175,0
176,176,1
177,177,0
178,178,3
179,179,1
180,180,1
181,181,3
182,182,1
183,183,2
184,184,2
185,185,1
186,186,0
187,187,3
188,188,0
189,189,1
190,190,3
191,191,1
192,192,0
193,193,3
194,194,1
195,195,2
196,196,3
197,197,1
198,198,3
199,199,0
200,200,2
201,201,2
202,202,3
203,203,2
204,204,1
205,205,2
206,206,0
207,207,1
208,208,1
209,209,0
210,210,0
211,211,0
212,212,3
213,213,3
214,214,1
215,215,0
216,216,0
217,217,0
218,218,1
219,219,2
220,220,3
221,221,2
222,222,3
223,223,1
224,224,3
225,225,3
226,226,3
227,227,1
228,228,0
229,229,1
230,230,2
231,231,0
232,232,0
233,233,3
234,234,0
235,235,0
236,236,2
237,237,2
238,238,2
239,239,3
240,240,2
241,241,2
242,242,2
243,243,2
244,244,3
245,245,3
246,246,3
247,247,0
248,248,1
249,249,2
250,250,3
251,251,2
252,252,0
253,253,0
254,254,0
255,255,2
256,256,0
257,257,1
258,258,0
259,259,1
260,260,2
261,261,1
262,262,3
263,263,1
264,264,2
265,265,1
266,266,0
267,267,1
268,268,0
269,269,1
270,270,0
271,271,0
272,272,3
273,273,0
274,274,0
275,275,3
276,276,2
277,277,0
278,278,3
279,279,3
280,280,1
281,281,0
282,282,0
283,283,1
284,284,3
285,285,0
286,286,3
287,287,3
288,288,0
289,289,0
290,290,1
291,291,3
292,292,2
293,293,3
294,294,1
295,295,1
296,296,0
297,297,2
298,298,1
299,299,1
300,300,0
301,301,0
302,302,2
303,303,0
304,304,3
305,305,1
306,306,1
307,307,3
308,308,3
309,309,2
310,310,0
311,311,0
312,312,1
313,313,3
314,314,0
315,315,1
316,316,2
317,317,1
318,318,1
319,319,2
320,320,1
321,321,1
322,322,1
323,323,2
324,324,0
325,325,0
326,326,2
327,327,2
328,328,2
329,329,2
330,330,3
331,331,0
332,332,1
333,333,0
334,334,1
335,335,3
336,336,0
337,337,0
338,338,1
339,339,2
340,340,0
341,341,1
342,342,1
343,343,0
344,344,1
345,345,0
346,346,1
347,347,3
348,348,1
349,349,0
350,350,2
351,351,3
352,352,1
353,353,0
354,354,2
355,355,3
356,356,2
357,357,0
358,358,2
359,359,1
360,360,1
361,361,0
362,362,0
363,363,0
364,364,1
365,365,3
366,366,2
367,367,3
368,368,3
369,369,2
370,370,2
371,371,0
372,372,0
373,373,1
374,374,0
375,375,3
376,376,2
377,377,3
378,378,3
379,379,0
380,380,2
381,381,1
382,382,3
383,383,1
384,384,3
385,385,3
386,386,0
387,387,2
388,388,2
389,389,0
390,390,2
391,391,0
392,392,0
393,393,0
394,394,3
395,395,3
396,396,2
397,397,1
398,398,1
399,399,1
400,400,0
401,401,2
402,402,3
403,403,1
404,404,2
405,405,3
406,406,0
407,407,1
408,408,2
409,409,2
410,410,0
411,411,2
412,412,1
413,413,0
414,414,0
415,415,3
416,416,1
417,417,0
418,418,3
419,419,2
420,420,2
421,421,3
422,422,3
423,423,3
424,424,0
425,425,2
426,426,3
427,427,0
428,428,3
429,429,3
430,430,0
431,431,2
432,432,2
433,433,2
434,434,3
435,435,0
436,436,2
437,437,2
438,438,1
439,439,3
440,440,2
441,441,0
442,442,3
443,443,1
444,444,1
445,445,0
446,446,3
447,447,1
448,448,1
449,449,0
450,450,3
451,451,3
452,452,0
453,453,3
454,454,0
455,455,1
456,456,3
457,457,0
458,458,1
459,459,0
460,460,2
461,461,2
462,462,3
463,463,3
464,464,2
465,465,3
466,466,3
467,467,0
468,468,1
469,469,2
470,470,2
471,471,3
472,472,0
473,473,1
474,474,1
475,475,1
476,476,2
477,477,2
478,478,0
479,479,0
480,480,3
481,481,2
482,482,0
483,483,0
484,484,3
485,485,3
486,486,1
487,487,2
488,488,1
489,489,2
490,490,1
491,491,0
492,492,3
493,493,2
494,494,0
495,495,1
496,496,1
497,497,1
498,498,1
499,499,3
500,500,1
501,501,1
502,502,2
503,503,0
504,504,2
505,505,3
506,506,3
507,507,1
508,508,3
509,509,0
510,510,0
511,511,1
512,512,1
513,513,1
514,514,3
515,515,1
516,516,1
517,517,1
518,518,3
519,519,1
520,520,3
521,521,3
522,522,2
523,523,0
524,524,3
525,525,2
526,526,0
527,527,0
528,528,0
529,529,0
530,530,1
531,531,0
532,532,3
533,533,2
534,534,1
535,535,2
536,536,3
537,537,3
538,538,3
539,539,0
540,540,1
541,541,0
542,542,3
543,543,0
544,544,1
545,545,3
546,546,2
547,547,3
548,548,3
549,549,1
550,550,2
551,551,0
552,552,3
553,553,0
554,554,2
555,555,0
556,556,2
557,557,3
558,558,1
559,559,0
560,560,2
561,561,2
562,562,0
563,563,2
564,564,3
565,565,3
566,566,0
567,567,3
568,568,3
569,569,1
570,570,0
571,571,3
572,572,1
573,573,3
574,574,0
575,575,0
576,576,3
577,577,2
578,578,2
579,579,3
580,580,0
581,581,3
582,582,1
583,583,0
584,584,2
585,585,2
586,586,1
587,587,1
588,588,0
589,589,3
590,590,3
591,591,1
592,592,2
593,593,3
594,594,0
595,595,3
596,596,2
597,597,1
598,598,0
599,599,1
600,600,1
601,601,3
602,602,1
603,603,1
604,604,1
605,605,0
606,606,3
607,607,2
608,608,3
609,609,2
610,610,2
611,611,3
612,612,0
613,613,0
614,614,3
615,615,0
616,616,3
617,617,2
618,618,3
619,619,2
620,620,1
621,621,2
622,622,3
623,623,2
624,624,3
625,625,0
626,626,0
627,627,3
628,628,2
629,629,0
630,630,3
631,631,0
632,632,3
633,633,1
634,634,2
635,635,2
636,636,1
637,637,0
638,638,1
639,639,2
640,640,0
641,641,3
642,642,0
643,643,1
644,644,3
645,645,3
646,646,3
647,647,1
648,648,2
649,649,3
650,650,0
651,651,1
652,652,0
653,653,3
654,654,1
655,655,3
656,656,1
657,657,3
658,658,1
659,659,3
660,660,0
661,661,3
662,662,3
663,663,0
664,664,2
665,665,2
666,666,0
667,667,1
668,668,2
669,669,1
670,670,0
671,671,0
672,672,3
673,673,2
674,674,0
675,675,1
676,676,2
677,677,1
678,678,3
679,679,0
680,680,3
681,681,3
682,682,2
683,683,3
684,684,3
685,685,3
686,686,1
687,687,2
688,688,3
689,689,2
690,690,0
691,691,3
692,692,3
693,693,2
694,694,2
695,695,0
696,696,1
697,697,3
698,698,0
699,699,3
700,700,3
701,701,0
702,702,2
703,703,3
704,704,0
705,705,0
706,706,3
707,707,0
708,708,2
709,709,1
710,710,2
711,711,2
712,712,3
713,713,2
714,714,0
715,715,1
716,716,2
717,717,0
718,718,2
719,719,1
720,720,1
721,721,2
722,722,3
723,723,2
724,724,0
725,725,2
726,726,3
727,727,3
728,728,2
729,729,1
730,730,1
731,731,0
732,732,3
733,733,3
734,734,2
735,735,2
736,736,3
737,737,0
738,738,0
739,739,2
740,740,1
741,741,1
742,742,0
743,743,1
744,744,3
745,745,2
746,746,1
747,747,2
748,748,3
749,749,3
750,750,1
751,751,1
752,752,3
753,753,2
754,754,1
755,755,3
756,756,3
757,757,1
758,758,2
759,759,2
760,760,3
761,761,2
762,762,1
763,763,1
764,764,3
765,765,2
766,766,1
767,767,1
768,768,1
769,769,0
770,770,0
771,771,3
772,772,2
773,773,1
774,774,2
775,775,1
776,776,2
777,777,3
778,778,0
779,779,0
780,780,2
781,781,0
782,782,1
783,783,0
784,784,0
785,785,1
786,786,3
787,787,0
788,788,0
789,789,0
790,790,1
791,791,2
792,792,0
793,793,3
794,794,0
795,795,1
796,796,1
797,797,3
798,798,0
799,799,0
800,800,1
801,801,3
802,802,1
803,803,2
804,804,0
805,805,1
806,806,2
807,807,3
808,808,3
809,809,3
810,810,1
811,811,1
812,812,3
813,813,0
814,814,2
815,815,2
816,816,1
817,817,1
818,818,1
819,819,0
820,820,3
821,821,0
822,822,3
823,823,1
824,824,3
825,825,3
826,826,3
827,827,0
828,828,3
829,829,1
830,830,2
831,831,2
832,832,1
833,833,3
834,834,3
835,835,1
836,836,3
837,837,2
838,838,2
839,839,2
840,840,3
841,841,2
842,842,0
843,843,2
844,844,2
845,845,2
846,846,2
847,847,1
848,848,1
849,849,2
850,850,1
851,851,0
852,852,1
853,853,0
854,854,0
855,855,3
856,856,0
857,857,0
858,858,3
859,859,1
860,860,1
861,861,1
862,862,2
863,863,2
864,864,0
865,865,0
866,866,3
867,867,1
868,868,2
869,869,3
870,870,2
871,871,1
872,872,3
873,873,2
874,874,0
875,875,0
876,876,3
877,877,2
878,878,1
879,879,2
880,880,1
881,881,3
882,882,2
883,883,0
884,884,2
885,885,0
886,886,3
887,887,3
888,888,3
889,889,1
890,890,3
891,891,2
892,892,1
893,893,0
894,894,2
895,895,0
896,896,3
897,897,1
898,898,0
899,899,2
900,900,2
901,901,1
902,902,1
903,903,0
904,904,0
905,905,0
906,906,1
907,907,2
908,908,1
909,909,2
910,910,0
911,911,3
912,912,1
913,913,3
914,914,1
915,915,1
916,916,1
917,917,0
918,918,2
919,919,0
920,920,0
921,921,3
922,922,3
923,923,2
924,924,3
925,925,0
926,926,0
927,927,3
928,928,3
929,929,1
930,930,0
931,931,2
932,932,1
933,933,0
934,934,0
935,935,2
936,936,1
937,937,2
938,938,0
939,939,1
940,940,1
941,941,3
942,942,3
943,943,0
944,944,0
945,945,3
946,946,3
947,947,0
948,948,3
949,949,1
950,950,2
951,951,2
952,952,3
953,953,2
954,954,0
955,955,0
956,956,3
957,957,3
958,958,3
959,959,0
960,960,1
961,961,2
962,962,2
963,963,2
964,964,3
965,965,3
966,966,1
967,967,2
968,968,1
969,969,3
970,970,2
971,971,1
972,972,3
973,973,1
974,974,3
975,975,2
976,976,0
977,977,2
978,978,0
979,979,1
980,980,0
981,981,0
982,982,0
983,983,2
984,984,3
985,985,1
986,986,2
987,987,2
988,988,3
989,989,1
990,990,1
991,991,1
992,992,1
993,993,0
994,994,1
995,995,0
996,996,3
997,997,3
998,998,3
999,999,3
1000,1000,0
1001,1001,2
1002,1002,2
1003,1003,0
1004,1004,0
1005,1005,3
1006,1006,2
1007,1007,0
1008,1008,2
1009,1009,1
1010,1010,3
1011,1011,3
1012,1012,2
1013,1013,0
1014,1014,1
1015,1015,2
1016,1016,2
1017,1017,0
1018,1018,2
1019,1019,3
1020,1020,2
1021,1021,3
1022,1022,1
1023,1023,3
1024,1024,3
1025,1025,3
1026,1026,2
1027,1027,2
1028,1028,2
1029,1029,0
1030,1030,3
1031,1031,1
1032,1032,1
1033,1033,3
1034,1034,1
1035,1035,3
1036,1036,1
1037,1037,2
1038,1038,0
1039,1039,2
1040,1040,2
1041,1041,3
1042,1042,0
1043,1043,0
1044,1044,1
1045,1045,0
1046,1046,0
1047,1047,2
1048,1048,3
1049,1049,3
1050,1050,1
1051,1051,3
1052,1052,0
1053,1053,0
1054,1054,0
1055,1055,2
1056,1056,0
1057,1057,3
1058,1058,3
1059,1059,2
1060,1060,0
1061,1061,3
1062,1062,0
1063,1063,3
1064,1064,1
1065,1065,1
1066,1066,0
1067,1067,2
1068,1068,3
1069,1069,3
1070,1070,0
1071,1071,3
1072,1072,2
1073,1073,0
1074,1074,3
1075,1075,2
1076,1076,1
1077,1077,1
1078,1078,3
1079,1079,2
1080,1080,2
1081,1081,0
1082,1082,0
1083,1083,1
1084,1084,1
1085,1085,0
1086,1086,2
1087,1087,1
1088,1088,2
1089,1089,3
1090,1090,2
1091,1091,2
1092,1092,3
1093,1093,1
1094,1094,1
1095,1095,3
1096,1096,2
1097,1097,3
1098,1098,1
1099,1099,0
1100,1100,2
1101,1101,2
1102,1102,2
1103,1103,1
1104,1104,2
1105,1105,1
1106,1106,2
1107,1107,0
1108,1108,0
1109,1109,2
1110,1110,2
1111,1111,0
1112,1112,0
1113,1113,2
1114,1114,1
1115,1115,3
1116,1116,2
1117,1117,2
1118,1118,3
1119,1119,1
1120,1120,3
1121,1121,0
1122,1122,2
1123,1123,0
1124,1124,0
1125,1125,1
1126,1126,2
1127,1127,2
1128,1128,1
1129,1129,1
1130,1130,1
1131,1131,3
1132,1132,3
1133,1133,3
1134,1134,1
1135,1135,2
1136,1136,2
1137,1137,0
1138,1138,2
1139,1139,3
1140,1140,2
1141,1141,0
1142,1142,0
1143,1143,1
1144,1144,2
1145,1145,0
1146,1146,0
1147,1147,1
1148,1148,2
1149,1149,3
1150,1150,2
1151,1151,1
1152,1152,1
1153,1153,3
1154,1154,0
1155,1155,3
1156,1156,2
1157,1157,2
1158,1158,1
1159,1159,3
1160,1160,2
1161,1161,1
1162,1162,1
1163,1163,3
1164,1164,3
1165,1165,0
