,Unnamed: 0,time,event
0,0,0.0,28
1,1,0.0,43
2,2,0.0,31
3,3,0.0,24
4,4,0.0,1
5,5,1.1574074074074074e-14,4
6,6,1.1574074074074074e-14,1
7,7,1.1574074074074074e-14,72
8,8,4.6296296296296295e-14,1
9,9,5.787037037037037e-14,3
10,10,6.944444444444445e-14,46
11,11,6.944444444444445e-14,69
12,12,6.944444444444445e-14,1
13,13,9.259259259259259e-14,1
14,14,1.0416666666666666e-13,11
15,15,1.1574074074074073e-13,1
16,16,1.2731481481481483e-13,1
17,17,1.5046296296296297e-13,11
18,18,1.6203703703703704e-13,3
19,19,1.6203703703703704e-13,1
20,20,1.736111111111111e-13,1
21,21,1.8518518518518518e-13,3
22,22,1.8518518518518518e-13,1
23,23,1.9675925925925925e-13,1
24,24,2.4305555555555556e-13,2
25,25,2.4305555555555556e-13,3
26,26,2.4305555555555556e-13,1
27,27,2.4305555555555556e-13,11
28,28,2.5462962962962965e-13,1
29,29,2.662037037037037e-13,1
30,30,2.777777777777778e-13,75
31,31,2.777777777777778e-13,11
32,32,2.8935185185185184e-13,36
33,33,2.8935185185185184e-13,3
34,34,2.8935185185185184e-13,1
35,35,3.0092592592592594e-13,1
36,36,3.240740740740741e-13,1
37,37,3.3564814814814817e-13,1
38,38,3.3564814814814817e-13,11
39,39,3.472222222222222e-13,23
40,40,3.472222222222222e-13,1
41,41,3.472222222222222e-13,8
42,42,3.472222222222222e-13,52
43,43,3.472222222222222e-13,11
44,44,3.7037037037037036e-13,1
45,45,3.7037037037037036e-13,75
46,46,3.935185185185185e-13,3
47,47,4.050925925925926e-13,11
48,48,4.1666666666666664e-13,15
49,49,4.1666666666666664e-13,3
50,50,4.1666666666666664e-13,1
51,51,4.2824074074074074e-13,11
52,52,4.3981481481481483e-13,3
53,53,4.3981481481481483e-13,75
54,54,4.3981481481481483e-13,11
55,55,4.513888888888889e-13,1
56,56,4.629629629629629e-13,36
57,57,4.745370370370371e-13,1
58,58,4.976851851851852e-13,4
59,59,5.092592592592593e-13,36
60,60,5.092592592592593e-13,3
61,61,5.092592592592593e-13,1
62,62,5.208333333333334e-13,106
63,63,5.208333333333334e-13,18
64,64,5.208333333333334e-13,54
65,65,5.208333333333334e-13,11
66,66,5.324074074074074e-13,106
67,67,5.324074074074074e-13,13
68,68,5.324074074074074e-13,54
69,69,5.439814814814814e-13,106
70,70,5.439814814814814e-13,3
71,71,5.439814814814814e-13,54
72,72,5.555555555555556e-13,13
73,73,5.671296296296296e-13,106
74,74,5.671296296296296e-13,3
75,75,5.671296296296296e-13,13
76,76,5.671296296296296e-13,18
77,77,5.787037037037037e-13,4
78,78,5.787037037037037e-13,106
79,79,5.787037037037037e-13,13
80,80,5.902777777777778e-13,106
