,time,event
0,0.23192580395885304,1.0
1,0.35231505021631093,1.0
2,0.4098091666274607,0.0
3,0.5747944537018015,0.0
4,0.588049257921215,3.0
5,0.6443359465888175,4.0
6,1.3124327498654873,0.0
7,1.951446932875123,0.0
8,2.1526930205014354,3.0
9,2.1619889400146137,1.0
10,2.2224230535078977,2.0
11,2.514739463926212,2.0
12,2.556294691444858,3.0
13,2.700558590357269,4.0
14,2.7357586400513445,0.0
15,2.7616436994343316,4.0
16,2.7777724055102273,0.0
17,2.8692617881508773,2.0
18,2.9631730515953083,0.0
19,3.027045519036266,2.0
20,3.0605410779650413,4.0
21,3.207711799811222,4.0
22,3.2113186087384165,0.0
23,3.276830611042474,4.0
24,3.398188419123928,2.0
25,3.435372512607998,2.0
26,3.4587424683553825,2.0
27,3.5159323798740165,2.0
28,3.546639081980137,0.0
29,3.5664616090517667,2.0
30,3.5744904909836674,2.0
31,3.608298278616528,1.0
32,3.6094318182707905,2.0
33,3.6690058849382905,3.0
34,3.756287450588024,4.0
35,3.921183563298517,1.0
36,4.013069926046247,2.0
37,4.023585414957217,2.0
38,4.474734062804413,3.0
39,4.751104401198096,2.0
40,5.222477881320574,2.0
41,5.334564563894374,2.0
42,5.389188998007594,0.0
43,5.529742844593994,1.0
44,5.580441590499432,1.0
45,5.640841892309057,1.0
46,5.66704448560653,4.0
47,5.701747059242631,2.0
48,5.741768544230096,3.0
49,5.908060291840811,4.0
50,5.91926972584184,2.0
51,5.996126591121608,3.0
52,6.090109677430809,3.0
53,6.315378307049227,4.0
54,6.383412757704964,4.0
55,6.510043873124911,0.0
56,6.538814813617864,4.0
57,6.732212539815201,2.0
58,6.763849980366851,2.0
59,6.8838592256357085,3.0
60,6.895472144933577,0.0
61,6.97901742504469,2.0
62,6.983738762185352,3.0
63,7.046031795227922,4.0
64,7.449795065469236,2.0
65,7.929574084558603,3.0
66,8.131598231523817,1.0
67,8.164519847931658,3.0
68,8.176002010673162,3.0
69,8.559512481774735,1.0
70,8.62394714389867,3.0
71,8.70937755186435,1.0
72,8.78111988567288,0.0
73,8.975364396166851,2.0
74,9.268644471300023,3.0
75,9.325222014992773,2.0
76,9.33306777220064,1.0
77,9.971874813691121,0.0
